NASALUB AD C/NEBULIZADOR SOL 30MLN ;GENOMMALAB;$39.91;$33.92;313531;8;CLORURO DE SODIO - GLICEROL
INTERVENCION-C MAEVANS HOMFCO60MLN ;GENOMMALAB;$349.90;$297.42;313532;8;NO ESPECIFICADO
SHOT-B IQ TAB MAST 30            N ;GENOMMALAB;$150.00;$109.84;313536;0;MULTIVITAMINICO INFANTIL
SOMAZINA 500 MG CPR 20             ;FERRE THER;$1,041.00;$781.00;313591;30;CITICOLINA
HIDRASEC 100 MG CAPS 9             ;FERRE THER;$241.00;$181.00;313592;30;RACECADOTRILO
ERTACZO 2% TB CRA 30 G             ;FERRE THER;$235.00;$176.00;313596;25;SERTACONAZOL
FISIOFER 40 MG/15 ML FCOS C/10     ;ELEA      ;$226.00;$169.50;313598;25;HIERRO
ONYRIC 60 MG + DOSIF SOL 80 ML     ;FERRE THER;$305.00;$229.00;313601;30;BROMHIDRATO DE GLUTAMATO DE MAGNESIO
PEITEL 0.25% TB 30 G             N ;FERRE THER;$327.00;$246.00;313602;25;PREDNICARBATO
ALPHADINAL INFANTIL;ALPHARMA;$69.30;$23.10;315798;65;NAFAZOLINA
ALPHADINAL ADULTO;ALPHARMA;$71.50;$23.83;315799;70;NAFAZOLINA
ANTACSAL TAB. 500 MG. C/20;ALPHARMA;$41.80;$13.93;315803;70;ACIDO ACETILSALICILICO
ACECOVYL SOL. GOTAS 9000 UI/125 MG./1800 UI/1 ML. C/15 ML.;ALPHARMA;$68.00;$22.67;315812;70;VIT. A,C,D
AVAFONTAN TAB. 500 MG. C/10;ALPHARMA;$27.50;$9.17;315825;70;METAMIZOL
PHARMAFIL LP TAB. L.P. 100 MG. C/20;ALPHARMA;$135.00;$45.00;315835;70;TEOFILINA
ACARBOSA TAB. 50 MG. C/30;ALPHARMA G.I. 1;$180.00;$60.00;315873;70;ACARBOSA
POPRAM GRAGEAS 40 MG. C/14;AMSA LINEA A;$250.00;$83.33;315890;70;PANTOPRAZOL
MENIVIAL TAB. 2.5 MG. C/30;AMSA LINEA A;$570.00;$190.00;315927;0;TIBOLONA
METAMIZOL SODICO INY. 1 G./2 ML. C/3;AMSA LINEA B;$40.00;$13.33;315941;70;METAMIZOL SODICO
A2.TETRAZIL CAP. 500 MG. C/16;ARLEX;$93.00;$31.00;315984;70;TETRACICLINA
ANDOX PLUS TAB. 500 MG./50 MG. C/20;ATLANTIS;$54.45;$18.15;315991;70;PARACETAMOL-CAFEINA
BIOXILINA;B.Q.M.;$81.00;$27.00;315994;70;VITAMINA A-CITRICIDAL
ARNIDOL;B.Q.M.;$81.00;$25.00;316001;0;ARNICA
BIODERM;B.Q.M.;$81.00;$27.00;316003;70;OXIDO DE ZINC-BENZALCONIO-VIT. A-VIT. D-VIT. E
BIOPTISAN TAB. MASTIC.  C/60;B.Q.M.;$189.00;$63.00;316016;70;VIT. C-LACTOBACILOS-RUSCUS
OMEGA 3,6,9 CAP.  C/30;BIO NUTRITION;$105.27;$35.09;316065;0;OMEGA 3-6-9
CALCIOFEM COMPR.  C/60;BIOF. NAT. CMD;$120.00;$40.00;316074;70;VITAMINAS-MINERALES
FLEXTRIN COMPR. 300 MG./200 MG./25 MG. C/30;BIOF. NAT. CMD;$246.00;$76.67;316085;70;GLUCOSAMINA-CONDROITINA-VITAMINA C
MD-LAX CAP. 12 MG./50 MG. C/30;BIOF. NAT. CMD;$150.00;$36.73;316100;70;SENOSIDOS A-B-CONCENTRADO DE CIRUELA-SILICIO-SOYA-
DIBENEL MAX CAP.  C/30;BIOF. NAT. CMD;$208.80;$66.13;316102;70;VITAMINAS-MINERALES-QUERACETINA-OMEGA 3-OMEGA 6
DIURMESSEL TAB. 40 MG. C/20;BIOMEP;$38.50;$11.33;316108;70;FUROSEMIDA
LAXADEL NARANJA PVO.  C/400 G.;BIOMEP;$125.00;$41.67;316113;70;PSYLLIUM PLANTAGO
COLPRADIN TAB. 10 MG. C/30;BIOMEP;$130.00;$43.33;316121;70;PRAVASTATINA
FENOXIL TAB. 100 MG. C/20;BIOMEP;$85.80;$26.00;316125;70;NIMESULIDA
QUITADOL TAB. 750 MG. C/10;BIOMEP;$35.70;$10.67;316134;70;PARACETAMOL
WADIL TAB. 500 MG./5 MG. C/30;BIOMEP;$79.50;$23.33;316135;70;METFORMINA-GLIBENCLAMIDA
BIOMESINA COMPUESTA GRAG. 10 MG./250 MG. C/10;BIOMEP;$121.00;$33.33;316143;70;BUTILHIOSCINA-METAMIZOL
GRIMERAL SOL. 5 MG./5 ML. C/60 ML.;BIOMEP;$76.00;$23.00;316146;70;LORATADINA
RANITIDINA SOL. GOTAS 40 MG./1 ML. C/30 ML.;BIOMEP GENERICO INTER.;$178.00;$59.33;316161;70;RANITIDINA
CASTAN DE INN PLUS;BIOMIRAL S.A.DE C.V.;$167.40;$55.80;316169;70;UVA SEMILLA-BIOFLAVONOIDES CITRICOS-VITAMINA C-CEL
ARTRIFORTE;BIOMIRAL S.A.DE C.V.;$197.20;$65.73;316172;70;GLUCOSAMINA-CONDROITINA-GARRA  DEL DIABLO-COLAGENO
BIO LACTOFRIZ CAP.  C/30;BIOMIRAL S.A.DE C.V.;$198.36;$66.12;316175;70;LACTOBACILOS-ENZIMAS DIGESTIVAS-EXTRACTO DE HOJAS
BIOFERINA TAB. 100 MG. C/20;BIORESEARCH;$111.09;$37.03;316213;70;FENAZOPIRIDINA
BIOTIFEN SOL. 1 MG./5 ML. C/120 ML.;RAGAR     ;$20.40;$12.24;316229;70;KETOTIFENO
COLLIFRIN INFANTIL SOL. NASAL 0.25 MG./1 ML. C/20 ML.;COLLINS;$72.00;$22.00;316247;70;OXIMETAZOLINA
PLUSGEL MENTA-LIMON TAB. MAST. 200 MG./200 MG./20 MG. C/50;COLLINS;$141.00;$47.00;316253;70;ALUMINIO-MAGNESIO-DIMETICONA
BLOCACID CAP. 250 MG./200 MG. C/30;COLLINS;$180.00;$60.00;316268;70;NAPROXENO-CARISOPRODOL
A2.CEFLACID CAP. 500 MG. C/15;COLLINS;$378.00;$126.00;316274;70;CEFACLOR
A2.CEFLACID SUSP. 125 MG./5 ML. C/75 ML.;COLLINS;$171.00;$57.00;316275;70;CEFACLOR
VOLFENAC INY. 75 MG./3 ML. C/2;COLLINS;$69.00;$23.00;316278;70;DICLOFENACO SODICO
ALUPREX CAP. 50 MG. C/20;COLLINS;$387.00;$129.00;316280;70;SERTRALINA
A2.FLAGOSIL 400 CAP. 400 MG./200 MG. C/30;COLLINS;$171.00;$57.00;316290;70;METRONIDAZOL-DIYODOHIDROXIQUINOLEINA
KORIFEN SOL. GOTAS 2 MG/200 MG/2.5 MG/38 MG/1 ML. C/30 ML.;COLLINS;$78.00;$26.00;316291;70;CLOROPROFENPIRIDAMINA-DIPIRONA-FENILEFRINA-VIT. C
OTILIN SOL. OTICA 3.5 MG./20 MG./1 ML. C/20 ML.;COLLINS;$60.00;$20.00;316293;70;NEOMICINA-TETRACICLINA
PANVIT SOL. 2.5 G/175 MCG/25 MG/25 MG/50 M C/240 ML.;COLLINS;$90.00;$30.00;316294;70;VITAMINAS-L-LISINA
PASMODIL GRAG. 10 MG./250 MG. C/20;COLLINS;$210.00;$70.00;316296;70;BUTILHIOSCINA-METAMIZOL
THRECHOP SUSP. 20MG./62.5MG./1G./50MG./1MG/5ML C/120 ML.;COLLINS;$90.00;$30.00;316298;70;FURAZOLIDONA-DIYODOHIDROXIQUINOLEINA-CAOLIN-PECTIN
THRECHOP TAB. 200 MG./50 MG./2 MG./200 MG. C/20;COLLINS;$180.00;$60.00;316299;70;DIYODOHIDROXIQUINOLEINA-FURAZOLIDONA-HOMATROPINA
DEGORFLAN TAB. 100 MG. C/10;DEGORT'S;$93.83;$27.67;316347;70;NIMESULIDA
DOLFORT-DE TAB. 100 MG./300 MG. C/12;DEGORT'S;$147.41;$45.92;316349;70;KETOPROFENO-PARACETAMOL
DEGORFLAN SUSP. 50 MG./5 ML. C/60 ML.;DEGORT'S;$93.36;$27.27;316351;70;NIMESULIDA
PROXALIN PLUS TAB. 300 MG./250 MG. C/10;DEGORT'S;$102.78;$29.37;316353;70;PARACETAMOL-NAPROXENO
PALATRIN TAB. C/CAPA ENT 15 MG. C/7;DEGORT'S;$102.78;$30.83;316354;70;LANSOPRAZOL
PALATRIN TAB. C/CAPA ENT 30 MG. C/7;DEGORT'S;$199.62;$62.19;316355;70;LANSOPRAZOL
BRONAR SOL. 5 MG./30 MG./5 ML. C/120 ML.;DEGORT'S;$126.66;$36.30;316356;70;LORATADINA-AMBROXOL
EVADOL RETARD GRAG. L.P. 100 MG. C/20;DEGORT'S;$113.44;$37.81;316370;75;DICLOFENACO SODICO
DEQUIN SOL. 2.50 G/2 G/0.02 G/0.10 G/100ML C/120 ML.;DEGORT'S;$126.45;$42.15;316376;70;PARACETAMOL-GUAIFENESINA-CLORFENAMINA-FENILEFRINA
FLUVIRACE SOL. 500 MG/55 MG/20 MG/3 G/100 ML. C/60 ML.;DEGORT'S;$107.54;$35.85;316382;70;AMANTADINA-FENILEFRINA-CLORFENAMINA-PARACETAMOL
DEBEQUIN ADULTO JBE. 15 MG./100 MG./5 ML. C/120 ML.;DEGORT'S;$127.93;$39.85;316394;70;DEXTROMETORFANO-GUAIFENESINA
PIRALGINA 650 TAB. 650 MG. C/20;DIBA S.A.;$46.80;$15.60;316424;70;PARACETAMOL
PREDNIDIB;DIBA S.A.;$50.40;$16.80;316425;70;PREDNISONA
HIPROMELOSA SOL. OFTALMICA 5 MG./1 ML. C/15 ML.;EXACTA GENERICO INTERC.;$105.00;$35.00;316442;70;HIPROMELOSA (METILCELULOSA)
TRIOFTIN SOL. OFTALMICA 1.75 MG./5000 U/25 MCG/1 ML. C/15 ML.;EXAKTA;$100.00;$33.33;316465;70;NEOMICINA-POLIMIXINA B-GRAMICIDINA
ALESIRAM SUSP. OFTALMICA 3 MG./1 MG./1 ML. C/5 ML.;EXAKTA;$193.73;$69.07;316467;70;TOBRAMICINA-DEXAMETASONA
EXALER SOL. OFTALMICA 40 MG./1 ML. C/5 ML.;EXAKTA;$110.50;$36.83;316473;70;CROMOGLICATO DISODICO
SULTROQUIN TAB. 250 MG./250 MG./3 MG./50 MG. C/24;FARCORAL;$135.00;$45.00;316500;70;DIYODOHIDROXIQUINOLEINA-FTIALILSULFATIAZOL-HOMATRO
FORTRUM KID;FORTIFARMA;$160.00;$53.33;316525;70;VITAMINAS-MINERALES-AMINOACIDOS
G-FX CAP. 500 MG./100 MG./100 MG./MSM100 C/30;FORTIFARMA;$173.00;$57.67;316543;70;GLUCOSAMINA-CHONDROITINA-COLAGENO-MSM-VITAMINA A-V
XTROFEX CAP.  C/60;FORTIFARMA;$320.00;$106.67;316545;70;BLACK COHOSH-ISOFLAVONASDE SOYA-GUARANA-TE VERDE-5
NIFEDIGEL CAP. 10 MG. C/20;GELCAPS;$57.00;$18.33;316547;70;NIFEDIPINO
MAXIVIT CAP.  C/30;GELCAPS;$152.00;$49.33;316551;70;VITAMINAS-MINERALES-JALEA REAL-AJO-CERA DE ABEJA
EUFENIL CAP. 200 MG. C/10;GELCAPS;$44.00;$14.67;316554;70;IBUPROFENO
ALTROL CAP. 0.25 MCG. C/50;GELCAPS;$416.00;$138.67;316557;70;CALCITRIOL
GELCAVIT MULIER CAP.  C/30;GELCAPS;$209.00;$67.00;316559;70;VITAMINAS-MINERALES-ISOFLAVONAS DE SOYA
EUFENIL M28;GELCAPS;$62.00;$20.67;316560;70;IBUPROFENO-CAFEINA
OMYTEB CAP. 20 MG. C/7;GENETICA;$49.00;$16.33;316571;70;OMEPRAZOL
AC FAST TAB. 500 MG. C/10;HORMONA;$36.00;$11.33;316599;70;PARACETAMOL
A2.ORMOCYN T-5 SUSP. 250 MG./5 ML. C/75 ML.;HORMONA;$80.80;$25.90;316600;70;AMOXICILINA
ROYKEN INY. 10 MG./1 ML. C/5;KENDRICK S.A.;$192.03;$64.01;316690;70;FITOMENADIONA (VIT. K1)
DEFIN SOL. GOTAS 500 MG./1 ML. C/15 ML.;LIFERPAL;$57.60;$17.00;316727;70;METAMIZOL
CONTRAXEN CAP. 250 MG./200 MG. C/30;LIFERPAL;$215.25;$71.75;316731;70;NAPROXENO-CARISOPRODOL
VIRESTAT CMA. 0.05 G./1 G. C/5 G.;LIFERPAL;$57.00;$19.00;316734;0;ACICLOVIR
A2.LEBROCETIN CAP. 250 MG. C/12;LIFERPAL;$96.00;$32.00;316743;70;CLORANFENICOL
A2.LEBROCETIN SUSP 156.25MG/5ML C/60ML;LIFERPAL;$72.00;$24.00;316773;70;CLORANFENICOL
BAGTON CMA. 3 G./100 G. C/20 G.;LOEFFLER;$55.00;$18.33;316826;70;CLIOQUINOL
ZUKEDIB TAB. 4 MG. C/30;LOEFFLER;$201.00;$68.33;316827;70;GLIMEPIRIDA
ERBITRAX CMA. 888.0 MG./100 G C/30 G.;LOEFFLER;$115.00;$32.00;316836;70;TERBINAFINA
A2.SICALAN SUSP. 200 MG./5 ML. C/30 ML.;LOEFFLER;$219.00;$73.00;316856;70;AZITROMICINA
LOFFYMIX OVULOS 400 MG./100 MG. C/7;LOEFFLER;$139.00;$46.33;316868;70;KETOCONAZOL-CLINDAMICINA
NITROFURAZONA OVULOS 6 MG. C/6;LOEFFLER;$42.50;$14.17;316882;70;NITROFURAZONA
CONEVIT CON HIERRO SOL.  C/240 ML.;LOREN;$63.00;$21.00;316891;70;VITAMINAS-MINERALES
SOLVIN SOL. ANTISEP. 1.0 G./100 ML. C/120 ML.;LOREN;$67.41;$22.47;316893;70;YODOPOVIDONA
DOLVER TAB. 200 MG. C/10;MAVER;$36.00;$12.00;316901;70;IBUPROFENO
LOROTEC F TAB. SUBLINGUAL 30 MG. C/4;MAVER;$84.00;$28.00;316908;70;KETOROLACO TROMETAMINA
AVANCID CAP. 30 MG. C/14;MAVER;$123.00;$40.00;316914;70;LANSOPRAZOL
A2.FASICLOR SUSP. 125 MG./5 ML. C/75 ML.;MAVER;$159.00;$53.00;316916;70;CEFACLOR
FASICLOR SUSP. 250 MG./5 ML. C/75 ML.;MAVER;$225.00;$76.25;316917;70;CEFACLOR
A2.MEGAMOX;MAVER;$168.00;$56.00;316919;70;AMOXICILINA-SULBACTAM
A2.FASICLOR CAP. 500 MG. C/15;MAVER;$345.00;$115.00;316920;70;CEFACLOR
A2.FASICLOR SUSP. 375 MG./5 ML. C/50 ML.;MAVER;$231.00;$77.00;316922;70;CEFACLOR
ERISPAN INY. 4 MG./1 ML. C/1;MAVER;$90.00;$30.00;316927;70;BETAMETASONA
A2.LINCOVER INY. 600 MG./2 ML. C/3;MAVER;$120.00;$32.00;316929;70;LINCOMICINA
PRASIVER TAB. 20 MG. C/15;MAVER;$168.00;$56.00;316939;70;PRAVASTATINA
FLEXIVER COMPUESTO CAP. 215 MG./15 MG. C/10;MAVER;$162.00;$51.00;316944;70;METOCARBAMOL-MELOXICAM
CO-TARSAN COMPR. 50 MG./12.5 MG. C/30;MAVER;$360.00;$120.00;316947;70;LOSARTAN-HIDROCLOROTIAZIDA
CO-TARSAN COMPR. 50 MG./12.5 MG. C/15;MAVER;$198.00;$66.00;316948;70;LOSARTAN-HIDROCLOROTIAZIDA
CO-TARSAN COMPR. 100 MG./25 MG. C/15;MAVER;$360.00;$120.00;316949;70;LOSARTAN-HIDROCLOROTIAZIDA
LARITOL D TAB. L.P. 5 MG./30 MG. C/10;MAVER;$129.00;$43.00;316950;70;LORATADINA-FENILEFRINA
ALDERAN TAB. 50 MG. C/30;MAVER;$120.00;$40.00;316952;70;LOSARTAN
ERISPAN COMPUESTO SOL. 100 MG./5 MG./100 ML. C/60 ML.;MAVER;$126.00;$42.00;316955;70;LORATADINA-BETAMETASONA
A2.PENTICLOX CAP. 500 MG. C/12;MAVER;$81.00;$26.00;316961;70;AMOXICILINA
DOLXEN TAB. 500 MG. C/20;MAVER;$102.00;$34.00;316964;70;NAPROXENO
REDAFLAM TAB. 100 MG. C/10;MAVER;$69.00;$21.00;316966;70;NIMESULIDA
A2.BROMIXEN CAP. 500 MG./8 MG. C/12;MAVER;$93.00;$29.00;316968;70;AMOXICILINA-BROMHEXINA
DOLXEN TAB. 250 MG. C/20;MAVER;$63.00;$21.00;316969;70;NAPROXENO
PRESISTIN TAB. 10 MG. C/30;MAVER;$120.00;$40.00;316970;70;CISAPRIDA
LOROTEC TAB. 10 MG. C/10;MAVER;$63.00;$21.00;316972;70;KETOROLACO TROMETAMINA
A2.CLAMOXIN SUSP. 125 MG./31.25 MG./5 ML. C/60 ML.;MAVER;$99.00;$32.00;316973;70;AMOXICILINA-ACIDO CLAVULANICO
TENESCAN CMA. 1 G./100 G. C/20 G.;MAVER;$69.00;$16.00;316975;70;CLOTRIMAZOL
PALMICLOR;MAYO;$70.50;$23.50;316999;70;CLORANFENICOL
PROLUBRIN;MAYO;$56.40;$18.80;317009;70;METAMIZOL
BREGAMIN JBE. 2.5 MG./1 MG./5 ML. C/120 ML.;MEDIC TRADE;$66.00;$21.00;317029;70;FENILEFRINA-CLORFENAMINA
MOTILAXIL SOL. GOTAS PED. 7.5 MG./1 ML. C/30 ML.;MEDIC TRADE;$90.00;$30.00;317054;70;PICOSULFATO DE SODIO
CELUTEROL TAB. 10 MG. C/30;NAFAR LABORATORIOS,S.A.;$120.00;$40.00;317064;70;PRAVASTATINA
A2.DALAFAR CAP. 300 MG. C/16;NAFAR LABORATORIOS,S.A.;$140.00;$46.67;317065;70;CLINDAMICINA
TAMABLAN CAP. 0.4 MG. C/20;NAFAR LABORATORIOS,S.A.;$380.00;$126.67;317078;70;TAMSULOSINA
NIVERTRIL TAB. L.P. 400 MG. C/30;NAFAR LABORATORIOS,S.A.;$195.00;$65.00;317084;70;BEZAFIBRATO
SULIDOL-GB CAP. 100 MG. C/10;NAFAR LABORATORIOS,S.A.;$47.00;$15.67;317087;70;NIMESULIDA
MODIPAS CAP. 80 MG./80 MG. C/30;NAFAR LABORATORIOS,S.A.;$130.00;$43.33;317109;70;FLOROGLUCINOL-TRIMETILFLOROGLUCINOL
OMEGA-SAL 500 CAP.  C/100;NATURAL HEALTH;$381.78;$127.26;317175;70;ACEITE DE SALMON-OMEGA 3-EPA
PULMOBROX JBE.  C/240 ML.;NATURE'S PET;$160.00;$53.33;317212;0;MIEL DE ABEJA-PROPOLEO-GORDOLOBO-SAUCO-TOMILLO
ULTRABOLT SEN CAP. 500 MG. C/30;NATUREX;$152.00;$50.67;317232;70;GARCINIA CAMBOGIA-GOMA GUAR-SEN-CROMO-PICOLINATO D
ZHEN CAP.  C/60;NATUREX;$270.00;$66.00;317235;70;VALERIANA-MELISA-PASIFLORA
ANIMALIN JBE.  C/120 ML.;NATUREX;$96.00;$32.00;317236;70;MIEL DE ABEJA-TOLU-CUATECOMATE-TEJOCOTE-MANZANILLA
ADEVIT EMULSION  C/200 ML.;NATUREX;$120.00;$40.00;317255;70;VIT. A-VIT. D-CALCIO-FOSFORO-OMEGA 3
ANGENOVAG SOL. AEROSOL  C/20 G.;NOVAG INFANCIA;$180.00;$60.00;317257;70;DECALINO-ENOXOLONA-HIDROCORTISONA-TIROTRICINA-LIDO
REGLUSAN TAB. 5 MG. C/50;NOVAG INFANCIA;$31.10;$10.37;317261;70;GLIBENCLAMIDA
A2.TROMICINA TAB. 500 MG. C/3;OFFENBACH;$201.00;$61.00;317269;70;AZITROMICINA
FENICOL SOL. OFTALMICA 5 MG./1 ML. C/10 ML.;OFFENBACH;$69.00;$23.00;317271;70;CLORANFENICOL
VARISTOP FORTE GRAG.  C/30;PHARMADAN;$120.00;$40.00;317281;70;CENTELLA-GINKGO BILOBA-SEMILLA DE UVA
GLICAVIN TAB. 5 MG. C/50;QUIMICA Y FARMACIA;$28.50;$9.50;317357;70;GLIBENCLAMIDA
DICLOXAQUIM CAP. 500 MG. C/12;QUIMICA Y FARMACIA;$102.00;$34.00;317372;70;DICLOXACILINA
FEMSEDIN KUTZ GRAG. 400 MG./25 MG./15 MG. C/24;QUIMICA Y FARMACIA;$97.00;$32.33;317373;70;PARACETAMOL-PAMABROM-MEPIRAMINA
MAGALDRATO DIMETICONA GEL 8 G./1 G./100 ML. C/250 ML.;QUIMICA Y FARMACIA OTC;$107.00;$17.17;317391;50;MAGALDRATO-DIMETICONA
MITAFAR TAB. 200 MG. C/6;QUIMPHARMA, S.A.;$84.00;$28.00;317395;70;NITAZOXANIDA
PHARMACAINE SOL. 10 G./100 ML. C/115 ML.;QUIMPHARMA, S.A.;$300.00;$100.00;317396;70;LIDOCAINA
ZOLPRA GRAG. L.P. 40 MG. C/14;RANBAXI;$349.00;$116.33;317406;70;PANTOPRAZOL LIBERACION PROLONGADA
RANFAST TAB. 120 MG. C/10;RANBAXI;$149.00;$49.67;317411;70;FEXOFENADINA
BUTIRAL GRAG. 10 MG. C/10;RAYERE;$111.00;$37.00;317439;70;BUTILHIOSCINA
PRESTODOL TAB. 250 MG. C/10;RAYERE;$150.00;$50.00;317445;70;CLONIXINATO DE LISINA
FLAMIDE TAB. 100 MG. C/10;RAYERE;$102.00;$34.00;317446;70;NIMESULIDA
COLDAID TAB. 400 MG./4 MG./5 MG. C/12;RAYERE;$79.20;$26.40;317461;70;PARACETAMOL-CLORFENAMINA-FENILEFRINA
ZADIVONAL TAB. 5 MG. C/10;RAYERE;$114.00;$38.00;317482;70;AMLODIPINO
BROGAL COMPOSITUM SOL. GOTAS 7.5 MG./0.005 MG./1 ML. C/20 ML.;RAYERE;$99.60;$33.20;317490;70;AMBROXOL-CLENBUTEROL
DINAXIN TAB. 150 MG. C/20;RAYERE;$82.50;$27.50;317498;70;RANITIDINA
A2.NAXILAN PLUS TAB. 500 MG./50 MG. C/20;RAYERE;$145.50;$48.50;317499;70;ACIDO NALIDIXICO-FENAZOPIRIDINA
NEUPHASE SOL.  C/120 ML.;ROBAINA;$25.63;$8.54;317519;0;AGUA-ACIDO SALICILICO-GLICERINA-ALCOHOL ETILICO-BO
COMPLEJO B Y B12 TAB.  C/50;SALUD NATURAL;$148.54;$49.51;317521;70;VITAMINAS
ATRISER TAB. 200 MG. C/20;SERRAL;$189.00;$63.00;317565;70;SULINDACO
QUDERMIN CMA. 50 MG./1 G./100 MG./100 G. C/25 G.;SERRAL;$96.00;$32.00;317567;70;BETAMETASONA-CLOTRIMAZOL-GENTAMICINA
PEUCETOL TAB. 40 MG. C/14;SERRAL;$235.00;$78.33;317569;70;PANTOPRAZOL
SERPHAMIDA TAB. 300 MG. C/1;SERRAL;$78.75;$26.25;317572;70;QUINFAMIDA
LINCOMICINA INY. 600 MG./2 ML. C/6;SERRAL;$193.20;$64.40;317573;70;LINCOMICINA
VISERTRAL TAB. 10 MG. C/10;SERRAL;$150.00;$50.00;317578;70;CETIRIZINA
COLSER RETARD TAB. L.P. 400 MG. C/10;SERRAL;$164.33;$52.67;317583;70;BEZAFIBRATO
CIPROTERONA / ETINILESTRADIOL (ANGIE) GRAG. 21;SERRAL;$231.00;$77.00;317588;70;CIPROTERONA-ETINILESTRADIOL
FEXOFENADINA COMPR. RECUB. 180 MG. C/10;SERRAL;$275.00;$91.67;317589;70;FEXOFENADINA
CEPRISER TAB. 10 MG. C/30;SERRAL;$105.00;$35.00;317600;70;CISAPRIDA
SERPICAM CAP. 20 MG. C/20;SERRAL;$56.60;$18.87;317604;70;PIROXICAM
CYRUX TAB. 200 MCG. C/28;SERRAL;$1,029.60;$330.00;317612;70;MISOPROSTOL
EXHIDROL SUSP. 4 G./2 G./500 MG./50 MG/100 ML C/240 ML.;SON'S;$67.00;$22.33;317631;70;ALUMINIO-MAGNESIO-DIMETICONA-DICICLOMINA
ARDOSONS CAP. 25 MG./0.75 MG./215 MG. C/20;SON'S;$351.00;$104.33;317685;70;INDOMETACINA-BETAMETASONA-METOCARBAMOL
LOSOVU INY. 25 MG./5 MG./0.5 ML. C/1;SON'S;$129.00;$43.00;317686;70;MEDROXIPROGESTERONA-ESTRADIOL
PORAL OTICO SOL. OTICA 10 MG./25 MG./20 MG./1 ML. C/10 ML.;SON'S;$96.00;$28.75;317688;70;HIDROCORTISONA-CLORANFENICOL-BENZOCAINA
ASPITAK-P COMPR. 100 MG. C/30;SON'S;$54.00;$13.67;317696;70;ACIDO ACETILSALICILICO
SONDEX-OF SOL. OFTALMICA 3.50 MG./1 MG./1 ML. C/5 ML.;SON'S;$73.00;$24.27;317701;70;NEOMICINA-DEXAMETASONA
MEPROSONA F COMPR. 2 MG./141 MG./150 MG. C/20;SON'S;$54.00;$18.00;317705;65;PREDNISONA-ALUMINIO-FENILBUTAZONA
METAX INY. 8 MG./2 ML. C/1;SON'S;$45.00;$14.93;317714;70;DEXAMETASONA
METOPRESOL TAB. 100 MG. C/20;TECNOFARMA;$57.22;$18.70;317746;70;METOPROLOL
RISPERIDONA TAB. 2 MG. C/40;TEVA- LEMERY  LINEA  A;$731.20;$243.73;317798;70;RISPERIDONA
CORTIFUNG-N CMA. 10 MG./500 MG./100 G. C/30 G.;TOCOGINO;$103.84;$34.61;317805;70;FLUOCINOLONA-NEOMICINA
BECLOGEN CMA. 50 MG./1 G./100 MG./100 G. C/30 G.;TOCOGINO;$76.15;$22.67;317808;70;BETAMETASONA-CLOTRIMAZOL-GENTAMICINA
FENALGIN CMA. 1 G./100 G. C/60 G.;TOCOGINO;$99.10;$33.03;317816;70;DICLOFENACO DIETILAMONIO
TOCODERM CMA. 0.05 G./100 G. C/30 G.;TOCOGINO;$103.88;$34.63;317817;70;ACIDO RETINOICO
NEOBOL CMA. 500 MG./500 MG./100 G. C/30 G.;UNIPHARM;$194.15;$64.72;317830;70;NEOMICINA-CLOSTEBOL
FLEXOL (MELOXICAM) CAP 7.5MG C/14;UNIPHARM;$94.03;$31.34;317838;70;MELOXICAM
FERVAL SUSP. 953 MG./100 ML. C/120 ML.;VALDECASAS;$34.50;$11.50;317865;30;FUMARATO FERROSO
FLUATRON CAP. 150 MG. C/10;VICTORY ENTERPRISES, S.A. DE;$273.62;$91.21;317870;70;FLUCONAZOL
CIPROTON TAB. 40 MG. C/10;VICTORY ENTERPRISES, S.A. DE;$370.77;$123.59;317876;70;PANTOPRAZOL
SIMLO TAB. 20 MG. C/20;VICTORY ENTERPRISES, S.A. DE;$547.75;$182.58;317910;70;SIMVASTATINA
ZUPAREX CAP. 20 MG. C/20;VICTORY ENTERPRISES, S.A. DE;$67.75;$22.58;317922;70;PIROXICAM
VIDAXIL TAB. 0.250 MG. C/24;VICTORY ENTERPRISES, S.A. DE;$104.24;$27.47;317927;70;DIGOXINA
FEBUTOL GRAG. 200 MG./0.5 MG. C/20;VITAE;$69.00;$23.00;317954;70;FENILBUTAZONA-DEXAMETASONA
ROCA VIT PLATINUM CAP.  C/30;VITAE;$340.00;$113.33;317962;70;VITAMINAS-MINERALES-GINSENG-GINKGO BILOBA-COENZIMA
ROCA VIT;VITAE;$98.00;$32.67;317965;70;CIPROHEPTADINA-VITAMINAS
ROSEL SOL. INFANTIL 500 MG./20 MG./3 G./100 ML. C/60 ML.;WERMAR PHARMACEUTICALS, S.A.;$98.00;$32.67;317980;70;AMANTADINA-CLORFENAMINA-PARACETAMOL
PUNAB TAB. 50 MG. C/30;WERMAR PHARMACEUTICALS, S.A.;$193.00;$64.33;317989;70;LOSARTAN
AVISTAR TAB. 5 MG. C/30;WERMAR PHARMACEUTICALS, S.A.;$175.00;$58.33;317991;70;AMLODIPINO
PUNAB TAB. 50 MG. C/15;WERMAR PHARMACEUTICALS, S.A.;$75.00;$25.00;317992;70;LOSARTAN
FIJ.1 MOUSSE HERBAL ESS ALBOROT 227G;PROCTER&GAMBLE;$41.50;$34.80;318003;0;NO ESPECIFICADO
